ARI,D_between,D_minus,D_plus,NMI,centered_rank1_explained_variance,centroid_distance,collapse_index,collapse_ratio,context,kmeans2_ARI,kmeans2_NMI,kmeans2_accuracy,laplacian_eigengap,laplacian_lambda1,laplacian_lambda2,laplacian_lambda3,nc_collapse,query_goal,rank2_explained_variance,selected_k,selected_k_bic,silhouette_k2,state,within_variance_negative,within_variance_positive
0.0,0.06797463446855545,0.03805164499291485,0.038070186187854106,0.0,0.5856317708639028,0.006377313751727343,0.4400718696220446,1.7859427592514519,0,1.0,1.0,1.0,0.18146118606943862,5.98410210272374e-11,0.8261732338222256,1.0076344198916642,0.39648703916396966,"(3, 3)",0.9999999300419713,1,1,0.43712133169174194,"(1, 1)",8.06057323643472e-06,8.068571332842112e-06
0.0,0.10481052100658417,0.10990868403106495,0.10987773126336313,0.0,0.9287643614480084,0.0029576353263109922,-0.04849394990958089,0.9537487685823647,1,-0.07142857142857142,0.0,0.5,0.26751748601621383,-1.1110512208505497e-08,0.8091780436533734,1.0766955296695873,24.18585990444184,"(3, 9)",0.9999999300309627,1,1,0.7971538305282593,"(4, 4)",0.0001059337446349673,0.00010587650467641652
0.0,0.07049313187599182,0.06576661659944096,0.06580169506768081,0.0,0.7304567265156079,0.003719731466844678,0.0668006265164739,1.0715820590375045,2,-0.07142857142857142,0.0,0.5,0.2218375737183096,-3.831607919835947e-09,0.8248874570166618,1.0467250307349714,3.958572437286415,"(3, 3)",0.9999999300327398,1,1,0.5834280252456665,"(8, 7)",2.7391459298087284e-05,2.7420526748755947e-05
0.0,0.04872068017721176,0.035208018407632026,0.03519563632328625,0.0,0.36225701856637316,0.003914416767656803,0.2774768329960119,1.3840379884550464,3,1.0,1.0,1.0,0.039568179172229656,-5.9106850525125765e-09,0.922157302982297,0.9617254821545267,0.9208561865501231,"(9, 9)",0.999999930044707,1,1,0.2693583369255066,"(11, 11)",7.062202712404542e-06,7.056970844132593e-06
